State,City,Vulnerability Management,Vulnerability Analyst,Vulnerability Specialist,Incident Specialist,Incident Responder,Incident Analyst,Malware analyst,Reverse engineer,Threat analyst,Identity and access management specialist,SOC analyst,SOC engineer,Application specialist,Application engineer,Application Support,Server administrator,PEN tester,Systems investigator,City Total,State Total
Illinois,Romeoville,57,23,1,0,45,32,0,10,0,5,5,10,2,0,2,16,11,1,220,14161
North Carolina,Chapel Hill,64,3,8,1,1,3,0,19,1,2,2,41,3,0,46,1,25,0,220,944
Oregon,Salem,4,60,100,0,3,3,0,1,0,6,4,1,6,0,23,1,6,0,218,1823
Virginia,Hampton,20,7,1,0,32,3,0,4,0,3,1,2,7,0,57,61,20,0,218,2169
Washington,Lacey,16,154,1,0,11,6,0,2,2,1,1,1,2,0,12,0,9,0,218,5676
New Mexico,Las Cruces,142,42,20,0,2,2,0,0,0,0,0,2,0,0,4,1,2,0,217,476
Ohio,Cleveland,42,22,9,0,27,9,0,2,0,2,2,1,53,0,19,14,15,0,217,799
North Carolina,Huntersville,91,20,4,0,0,8,0,12,2,4,3,2,2,0,1,32,35,0,216,3597
New Jersey,Vineland,2,33,56,0,2,15,0,13,3,16,8,7,8,0,1,46,5,0,215,12453
Michigan,Muskegon,129,23,29,0,2,2,0,0,0,7,2,4,12,0,2,1,1,0,214,3581
Tennessee,Smyrna,76,14,10,0,55,16,0,2,0,3,4,5,3,0,8,10,7,0,213,2845
Virginia,Chesapeake,19,7,4,0,33,3,0,3,0,3,1,0,6,0,53,58,22,0,212,1751
Colorado,Greeley,7,3,122,0,9,14,0,1,2,9,1,7,8,0,2,2,23,0,210,3722
Nebraska,Lincoln,4,79,96,0,1,1,0,2,0,5,1,2,10,0,3,4,2,0,210,706
Ohio,Kettering,13,17,3,0,17,2,0,2,0,8,3,3,82,0,35,21,4,0,210,3474
Virginia,Norfolk,19,7,4,0,33,3,0,3,0,3,1,2,6,0,49,58,22,0,210,4767
Virginia,Portsmouth,19,7,4,0,33,3,0,3,0,3,1,2,6,0,49,58,22,0,210,4977
Ohio,Huber Heights,12,18,2,0,17,3,0,4,1,8,0,3,81,0,35,21,4,0,209,3264
Tennessee,Brentwood,75,14,10,0,51,16,0,2,0,3,4,5,3,0,8,11,7,0,209,515
Ohio,Dayton,13,17,2,0,17,3,0,0,1,8,3,3,81,0,35,21,4,0,208,1613
Minnesota,Moorhead,4,89,101,0,3,0,0,0,0,0,0,0,9,0,0,0,1,0,207,6183
North Dakota,Fargo,4,89,101,0,3,0,0,0,0,0,0,0,9,0,0,0,1,0,207,278
Massachusetts,Worcester,32,19,2,0,29,8,0,3,1,10,8,57,5,0,15,11,6,0,206,13252
North Carolina,Greensboro,17,7,144,0,15,1,0,2,0,3,2,2,4,0,0,3,5,0,205,2644
Ohio,Cleveland Heights,34,22,8,0,25,9,0,2,0,2,2,2,54,0,16,14,15,0,205,1004
Ohio,Beavercreek,13,16,2,0,17,3,0,0,1,8,1,3,81,0,35,21,4,0,205,302
Oregon,Lake Oswego,67,46,6,0,0,1,0,10,0,2,4,1,1,0,25,22,19,0,204,1295
Ohio,Lakewood,39,22,9,0,27,0,0,2,0,2,2,1,51,0,19,14,15,0,203,3677
Tennessee,Franklin,72,14,10,0,51,14,0,2,0,3,4,5,3,0,7,10,7,0,202,1303
Florida,Palm Coast,169,8,0,0,2,1,0,0,0,0,0,2,8,0,7,1,2,0,200,11142
Virginia,Danville,89,5,30,0,3,1,0,1,0,1,1,1,2,0,1,1,64,0,200,1951
Alabama,Madison,11,21,3,0,35,5,0,6,0,24,3,1,3,0,2,68,17,0,199,1030
Tennessee,Hendersonville,72,14,9,0,48,17,0,2,0,3,4,4,3,0,8,10,5,0,199,1808
California,Manteca,1,49,100,0,1,1,0,10,0,3,10,3,8,0,10,1,1,0,198,38915
Indiana,Kokomo,2,21,21,0,1,11,0,2,0,4,1,2,60,0,17,10,46,0,198,2535
Mississippi,Jackson,4,62,87,0,3,2,0,1,0,9,1,1,16,0,1,3,8,0,198,381
California,Rancho Cucamonga,16,5,2,0,14,9,0,33,3,1,11,22,55,0,11,7,6,0,195,56403
Kentucky,Bowling Green,143,14,29,0,1,2,0,0,0,1,0,0,2,0,1,1,1,0,195,195
Massachusetts,Fitchburg,36,19,1,0,18,8,0,2,1,7,6,57,4,0,24,6,5,0,194,3763
California,Roseville,41,7,4,0,23,5,0,3,0,1,4,43,1,0,25,21,15,0,193,60805
Ohio,Parma,43,23,10,0,0,9,0,2,0,2,2,1,53,0,19,14,15,0,193,4825
Texas,McKinney,90,19,5,0,1,2,0,27,2,4,4,1,2,0,2,1,33,0,193,15472
California,Lincoln,40,7,3,0,24,5,0,3,0,1,4,43,3,0,26,20,13,0,192,35685
Ohio,Euclid,32,20,8,0,24,9,0,2,0,2,2,2,51,0,15,13,12,0,192,2227
Wisconsin,Fond du Lac,2,103,69,0,1,1,0,3,0,1,1,0,5,0,3,2,1,0,192,721
California,Sacramento,38,7,4,0,27,5,0,3,0,1,4,43,1,0,23,20,15,0,191,60996
Pennsylvania,Reading,13,4,135,0,14,3,0,2,3,2,6,1,2,0,4,1,1,0,191,1124
Connecticut,Waterbury,27,9,4,0,37,4,0,3,0,1,2,3,55,0,14,17,14,0,190,2156
California,Santa Clarita,38,6,4,1,0,14,0,1,1,3,5,16,56,0,15,10,18,0,188,69453
California,Rancho Cordova,38,7,4,0,27,5,0,0,0,1,4,43,1,0,23,20,15,0,188,56208
Florida,Pinellas Park,57,7,19,0,1,12,0,11,2,3,1,14,2,0,2,37,20,0,188,12119
Illinois,Crystal Lake,56,17,10,0,38,3,0,5,0,6,1,12,1,0,15,1,22,1,188,5622
Montana,Billings,131,24,30,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,188,188
California,Elk Grove,35,7,4,0,27,5,0,3,0,1,4,44,1,0,23,20,13,0,187,22155
California,Simi Valley,28,7,3,1,26,5,0,1,3,4,3,15,68,0,1,14,8,0,187,71138
Colorado,Fort Collins,7,3,118,0,9,14,0,1,0,9,1,7,11,0,2,2,3,0,187,3500
Kansas,Topeka,4,51,117,0,0,2,0,0,0,1,0,0,4,0,2,2,4,0,187,1144
Florida,Lakeland,3,57,85,0,5,6,0,6,2,1,6,1,9,0,3,1,1,0,186,6946
Ohio,Springfield,8,14,1,0,15,5,0,13,1,8,5,3,75,0,34,0,4,0,186,5011
South Carolina,Hilton Head Island,2,54,107,0,4,2,0,1,0,0,0,0,9,0,2,3,2,0,186,857
California,Citrus Heights,39,7,4,0,23,5,0,3,0,1,4,43,1,0,24,19,12,0,185,12659
California,Folsom,39,7,4,0,23,5,0,3,0,1,4,43,1,0,24,19,12,0,185,22804
Illinois,Urbana,4,78,74,0,1,4,0,2,0,1,1,0,17,0,1,1,1,0,185,16133
Alaska,Anchorage,2,1,133,0,8,4,0,1,0,0,2,1,29,0,0,2,1,0,184,184
Arizona,Buckeye,3,30,83,0,2,5,0,10,1,7,8,0,12,0,1,1,21,0,184,792
Florida,Palm Beach Gardens,6,1,139,0,13,1,0,2,0,1,1,3,1,0,10,3,3,0,184,10942
Illinois,Champaign,4,78,73,0,1,4,0,2,0,1,1,0,17,0,1,1,1,0,184,4536
Alabama,Decatur,10,20,3,0,30,3,0,6,0,21,3,1,3,0,2,64,17,0,183,379
Arizona,Casa Grande,102,16,2,0,2,3,0,1,0,1,17,7,20,0,1,1,10,0,183,1010
Washington,Everett,21,12,1,0,20,26,0,6,2,2,12,34,27,0,4,6,10,0,183,3406
Florida,Tampa,54,7,16,0,1,12,0,11,2,3,1,14,2,0,2,37,20,0,182,14924
Florida,Jupiter,6,1,140,0,14,0,0,2,0,1,0,0,1,0,10,3,3,0,181,6453
Pennsylvania,State College,3,80,84,0,2,0,0,0,0,0,1,0,6,0,0,3,2,0,181,1324
Colorado,Pueblo,1,24,22,0,44,2,0,9,0,6,1,8,3,0,56,2,2,0,180,6165
North Carolina,Jacksonville,127,1,29,0,1,4,0,1,0,1,0,0,1,0,5,5,5,0,180,3777
California,Temecula,1,3,113,0,1,2,0,34,1,4,1,1,6,1,4,4,3,0,179,74334
Florida,Lauderhill,28,4,1,0,34,0,0,2,1,3,2,6,65,0,1,16,16,0,179,7275
Georgia,Albany,141,1,27,0,0,0,0,0,0,0,0,0,7,0,0,1,2,0,179,179
Florida,Hollywood,60,5,1,0,47,10,0,4,1,1,2,8,1,0,1,20,16,0,177,5592
Florida,Bonita Springs,11,3,133,0,7,3,0,0,0,0,0,0,15,0,2,1,2,0,177,1507
Wisconsin,Waukesha,47,24,4,0,40,8,0,6,0,1,6,12,1,0,12,2,14,0,177,2446
Alabama,Mobile,3,75,83,0,1,5,0,0,0,0,0,0,5,0,1,0,2,0,175,1205
California,San Clemente,46,29,12,0,2,5,0,31,1,1,7,1,4,1,1,14,20,0,175,62232
Florida,St. Petersburg,53,7,19,0,1,8,0,10,2,3,1,14,2,0,2,35,17,0,174,13947
Florida,Sunrise,28,3,1,0,34,0,0,2,1,2,2,6,61,0,1,16,16,0,173,14120
Idaho,Coeur d'Alene,162,1,1,0,2,1,0,0,0,0,0,1,2,0,0,1,2,0,173,320
Florida,Hallandale Beach,58,5,1,0,44,10,0,4,1,1,2,8,1,0,1,20,16,0,172,5254
Florida,Miramar,58,5,1,0,44,10,0,4,1,1,2,8,1,0,1,20,16,0,172,8541
Florida,Pembroke Pines,58,5,1,0,44,10,0,4,1,1,2,8,1,0,1,20,16,0,172,11600
Florida,Weston,25,4,1,0,29,8,0,3,1,3,2,6,62,0,1,15,12,0,172,15754
California,Rocklin,41,7,4,0,24,5,0,3,0,1,4,43,1,0,0,22,15,0,170,59925
Colorado,Castle Rock,50,6,2,0,54,4,0,6,2,5,5,1,1,0,3,20,11,0,170,1713
Florida,Miami Gardens,58,5,1,0,43,9,0,4,1,1,2,8,1,0,1,19,16,0,169,8369
Iowa,Dubuque,120,15,22,0,1,1,0,0,0,0,1,0,7,0,0,0,2,0,169,2115
New Jersey,Trenton,57,19,2,0,2,12,0,3,3,1,8,5,1,0,17,23,16,0,169,11584
New Mexico,Santa Fe,2,121,1,0,4,1,0,0,0,1,0,0,13,0,14,3,9,0,169,773
Virginia,Newport News,16,7,1,0,0,2,0,3,0,3,1,2,5,0,52,57,20,0,169,4557
California,Salinas,4,43,87,0,12,4,0,1,0,2,5,1,1,0,2,5,1,0,168,61164
Florida,Fort Lauderdale,47,5,1,0,47,11,0,3,1,1,2,8,1,0,1,20,20,0,168,4410
Florida,North Miami Beach,57,5,1,0,43,9,0,4,1,1,2,8,1,0,1,19,16,0,168,9448
Nevada,Las Vegas,30,4,12,0,28,34,1,6,1,2,2,3,2,0,21,14,8,0,168,418
Wisconsin,Racine,35,16,3,0,20,5,0,3,0,7,9,10,38,0,8,3,11,0,168,2210
Ohio,Mansfield,113,3,26,0,10,3,0,0,0,2,0,1,4,0,2,1,2,0,167,4032
Utah,Lehi,29,1,1,0,35,1,0,5,0,4,3,1,46,0,18,14,9,0,167,1507
Connecticut,Bridgeport,18,5,7,0,31,6,0,3,0,1,4,3,40,0,17,15,12,3,165,165
Florida,Aventura,57,5,1,0,43,10,0,0,1,1,2,8,1,0,1,19,16,0,165,841
Florida,Plantation,48,5,1,0,45,11,0,0,1,1,2,8,1,0,1,19,19,0,162,12281
Florida,Hialeah,56,4,1,0,40,7,0,4,1,1,2,8,1,0,1,19,16,0,161,5415
New York,Utica,5,65,50,0,5,3,1,1,0,1,0,1,17,0,1,2,9,0,161,4624
Texas,Texas City,5,9,117,0,4,0,0,1,1,1,3,1,1,0,1,4,11,1,160,22697
Florida,Oakland Park,25,3,1,0,28,8,0,2,1,2,2,6,51,0,1,14,15,0,159,9869
Texas,Abilene,148,3,0,0,0,4,0,0,0,1,0,0,3,0,0,0,0,0,159,159
Utah,Spanish Fork,14,1,107,0,6,2,0,0,0,4,2,1,12,0,5,3,2,0,159,4522
Virginia,Richmond,31,5,3,0,34,8,0,7,1,1,1,3,2,0,1,28,33,0,158,5135
Georgia,Augusta-Richmond County,12,1,110,0,8,5,0,3,0,2,0,1,2,0,2,10,1,0,157,1438
Oregon,Keizer,6,3,95,0,3,2,0,1,0,2,0,1,12,0,25,1,6,0,157,1091
California,Rialto,12,3,2,0,8,9,0,34,0,1,12,24,35,0,8,3,5,0,156,59002
Illinois,Plainfield,49,20,4,0,1,29,0,8,0,5,5,8,1,0,2,14,9,1,156,13656
Kansas,Lenexa,66,16,10,0,1,3,0,3,0,2,2,7,2,0,5,21,18,0,156,417
Kansas,Overland Park,66,16,10,0,1,3,0,3,0,2,2,7,2,0,5,21,18,0,156,772
Florida,North Miami,57,4,1,0,40,0,0,4,1,1,2,8,1,0,1,19,16,0,155,9280
Alabama,Montgomery,6,1,104,0,9,0,0,1,0,0,0,0,15,0,5,8,5,0,154,1359
Connecticut,Hartford,37,13,4,0,34,5,0,5,0,4,2,7,1,0,14,14,13,0,153,585
Florida,Coral Gables,51,3,1,0,31,7,0,2,1,1,1,4,1,0,25,14,11,0,153,2933
New York,Binghamton,2,95,32,0,1,0,0,0,0,4,2,0,6,0,1,4,6,0,153,247
Texas,Denton,57,14,5,0,1,3,0,21,2,2,2,5,1,0,1,28,11,0,153,6291
California,Colton,11,3,3,0,8,8,0,34,0,2,12,24,31,0,8,3,5,0,152,13164
Missouri,Kansas City,63,16,9,0,1,3,0,3,0,2,2,7,2,0,5,21,18,0,152,1317
Ohio,Toledo,3,1,114,0,9,1,0,4,0,9,1,0,2,0,3,2,3,0,152,5396
Connecticut,Meriden,40,13,6,0,34,3,0,2,0,1,2,5,1,0,16,14,14,0,151,736
Florida,Clearwater,47,7,16,0,1,7,0,0,2,3,1,14,2,0,2,33,16,0,151,2213
Florida,Largo,48,7,16,0,1,7,0,10,2,3,1,0,2,0,2,34,17,0,150,7096
Florida,Miami Beach,52,4,1,0,36,7,0,4,1,1,2,8,1,0,1,18,14,0,150,8200
Kansas,Olathe,65,16,9,0,1,1,0,3,0,2,1,7,2,0,5,20,18,0,150,616
Kansas,Shawnee,66,16,10,0,1,3,0,0,0,2,2,0,4,0,5,23,18,0,150,957
Texas,Burleson,19,5,5,0,33,13,0,7,2,6,5,4,1,0,1,28,21,0,150,2845
Florida,Coral Springs,23,2,1,0,28,8,0,2,1,1,1,4,49,0,1,13,15,0,149,3082
Kansas,Kansas City,63,16,9,0,1,3,0,3,0,2,2,0,4,0,5,23,18,0,149,212
Kentucky,Lexington-Fayette,4,3,105,0,6,6,0,0,0,2,1,1,6,0,4,2,9,0,149,581
Tennessee,Jackson,100,23,22,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,149,1957
Alabama,Dothan,105,12,20,0,1,2,0,0,0,0,0,0,2,0,0,2,4,0,148,527
California,San Marcos,23,17,3,0,1,1,0,2,1,3,6,35,2,1,20,24,9,0,148,65983
Connecticut,Middletown,42,14,6,0,31,4,0,2,0,1,2,4,1,0,15,13,13,0,148,884
Florida,Miami,51,4,1,0,36,7,0,4,1,1,2,8,1,0,1,17,14,0,148,8050
Florida,Cape Coral,8,3,110,0,8,3,0,0,0,0,0,0,13,0,0,1,2,0,148,2062
Texas,Galveston,2,22,63,0,4,3,0,16,1,3,15,11,1,0,1,1,4,1,148,9124
California,West Sacramento,38,7,4,0,26,5,0,3,0,1,4,0,1,0,23,20,15,0,147,80342
California,San Bernardino,11,3,2,0,8,8,0,33,0,1,11,23,31,0,8,3,5,0,147,61311
Iowa,Sioux City,2,20,115,0,1,0,0,0,0,0,0,0,4,0,0,2,3,0,147,2499
Massachusetts,Attleboro,36,16,2,0,33,8,0,6,2,5,6,4,2,0,7,13,7,0,147,147
Nevada,Henderson,30,4,12,0,28,34,1,6,1,2,2,3,2,0,0,14,8,0,147,250
Florida,Fort Myers,8,3,108,0,8,2,0,0,0,0,0,0,12,0,2,1,2,0,146,4556
Missouri,Independence,59,14,9,0,1,3,0,3,0,2,2,7,2,0,5,21,18,0,146,1029
Missouri,Lee's Summit,62,16,9,0,1,3,0,0,0,2,1,7,2,0,5,20,18,0,146,1463
Texas,Sherman,77,5,8,0,2,2,0,23,2,1,9,2,8,0,2,1,3,0,145,21989
Florida,Daytona Beach,4,53,53,0,2,3,0,0,0,2,0,2,8,0,8,7,2,0,144,3485
California,Ontario,38,9,11,0,30,13,0,1,2,1,0,2,2,0,16,12,6,0,143,48416
California,Hesperia,4,41,80,0,2,3,0,0,0,2,0,1,4,0,2,1,2,0,142,29336
Connecticut,Bristol,38,13,5,0,30,4,0,2,0,3,2,7,1,0,13,12,12,0,142,307
Connecticut,New Britain,37,14,5,0,30,4,0,2,0,3,2,7,1,0,13,12,12,0,142,1145
Michigan,Lansing,5,100,2,0,6,4,0,1,0,1,1,1,1,0,2,1,17,0,142,2607
Virginia,Blacksburg,1,1,50,0,2,0,0,1,0,2,1,1,44,0,1,1,37,0,142,1495
Virginia,Virginia Beach,16,6,4,0,22,3,0,2,0,3,1,2,5,0,28,36,14,0,142,5511
Maryland,Frederick,17,5,4,0,31,9,0,3,4,2,1,3,38,0,1,12,10,0,140,2068
Michigan,East Lansing,6,100,2,0,6,4,0,1,0,1,1,1,1,0,14,1,1,0,139,1597
Ohio,Newark,1,46,3,0,14,1,0,11,0,21,0,2,2,0,26,4,8,0,139,4632
California,Vista,19,17,3,0,1,3,0,2,1,2,6,33,1,1,19,22,8,0,138,78436
Florida,Port Orange,4,54,54,0,2,0,0,1,0,7,0,2,8,0,2,2,2,0,138,12986
Georgia,Savannah,2,1,113,0,3,2,0,1,0,0,0,0,8,0,2,3,3,0,138,5322
Missouri,Blue Springs,57,11,9,0,1,3,0,3,0,2,1,7,1,0,5,20,18,0,138,138
Florida,Davie,63,5,1,0,0,11,0,4,1,1,2,8,1,0,1,20,19,0,137,3341
Nevada,North Las Vegas,30,4,12,0,0,34,1,6,1,2,2,0,2,0,21,14,8,0,137,555
Virginia,Suffolk,12,7,1,0,24,2,0,2,0,3,1,0,4,0,26,38,17,0,137,5369
Washington,Olympia,10,87,1,0,6,4,0,2,2,1,1,1,2,0,8,6,6,0,137,5977
South Dakota,Sioux Falls,4,2,112,0,7,1,0,1,0,0,0,0,1,0,1,5,2,0,136,258
Texas,Wichita Falls,114,3,14,0,2,1,0,0,0,0,0,0,1,0,0,1,0,0,136,23702
California,Carlsbad,21,17,3,0,1,2,0,2,1,2,5,32,1,1,18,21,8,0,135,9763
Pennsylvania,York,36,4,5,0,24,3,0,5,0,4,5,5,1,0,15,10,17,0,134,1480
California,Fontana,13,3,2,0,8,9,0,29,2,2,4,5,40,0,8,3,5,0,133,22937
South Carolina,Spartanburg,8,2,77,0,10,9,0,0,0,2,0,2,15,0,2,2,3,0,132,1441
Alabama,Huntsville,11,21,3,0,35,5,0,6,0,24,3,1,3,0,2,0,17,0,131,831
Delaware,Dover,3,22,51,0,2,4,0,5,0,29,3,0,9,0,1,1,1,0,131,131
Ohio,Mentor,23,12,8,0,17,7,0,1,0,2,2,1,34,0,13,0,11,0,131,4163
Ohio,Elyria,30,12,6,0,13,4,0,2,0,1,1,1,33,0,13,6,9,0,131,2035
Michigan,Battle Creek,6,1,99,0,1,5,0,0,0,1,2,2,6,0,2,1,4,0,130,365
California,Redlands,10,2,2,0,4,5,0,30,0,1,10,20,32,0,8,1,4,0,129,57297
Massachusetts,Taunton,32,8,1,0,31,6,0,2,1,6,6,6,4,0,6,12,8,0,129,11585
California,Oceanside,19,15,3,0,1,3,0,2,1,2,0,32,1,1,18,22,8,0,128,48273
Florida,Gainesville,3,1,109,0,3,1,0,1,0,1,0,1,5,0,1,1,1,0,128,4773
Utah,St. George,100,8,10,0,1,0,0,2,0,0,0,0,3,0,2,2,0,0,128,4650
Tennessee,Chattanooga,5,1,87,0,8,5,0,0,0,1,1,0,7,0,2,3,7,0,127,642
Connecticut,Shelton,15,3,8,0,24,2,0,3,0,1,5,2,36,0,10,9,8,0,126,1676
Indiana,Columbus,2,70,2,0,2,11,0,0,0,1,6,6,4,0,11,7,4,0,126,540
Missouri,St. Peters,32,5,3,0,38,3,0,1,1,3,1,14,1,0,7,8,9,0,126,2449
California,Montclair,43,10,11,0,1,13,0,1,2,1,2,2,1,0,16,14,8,0,125,41406
California,Murrieta,2,2,67,0,1,2,0,29,1,5,1,1,7,1,2,1,3,0,125,44016
Connecticut,Danbury,16,4,6,0,22,3,0,3,0,1,2,1,27,0,15,12,10,3,125,432
Arizona,Oro Valley,10,3,1,0,24,2,1,1,0,1,1,4,50,0,1,23,2,0,124,3754
Georgia,Columbus,8,10,55,0,13,4,0,0,0,0,5,0,15,0,7,6,1,0,124,2058
Louisiana,Shreveport,3,37,51,0,4,4,0,0,0,1,0,0,7,0,6,6,5,0,124,1547
Wisconsin,Beloit,2,3,92,0,2,1,0,1,0,1,2,3,1,0,6,6,4,0,124,174
Alabama,Phenix City,8,10,54,0,13,4,0,0,0,0,5,0,15,0,7,6,1,0,123,1482
Arizona,Tucson,10,3,1,0,24,2,1,1,0,1,1,4,50,0,1,22,2,0,123,6449
Illinois,Springfield,3,24,73,0,4,1,0,2,0,1,1,2,5,0,2,1,4,0,123,15190
Louisiana,Bossier City,3,37,51,0,4,4,0,0,0,0,0,0,7,0,6,6,5,0,123,486
California,Thousand Oaks,28,6,3,1,25,5,0,2,3,4,3,15,3,0,1,14,9,0,122,74456
Florida,Cutler Bay,44,3,1,0,25,3,0,2,1,1,1,4,1,0,22,9,5,0,122,3204
Illinois,Rock Island,6,1,91,0,9,1,0,0,0,0,1,3,3,0,1,1,5,0,122,13857
Indiana,Bloomington,1,27,52,0,1,10,0,0,0,1,6,4,3,0,3,8,6,0,122,180
South Dakota,Rapid City,5,11,102,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,122,122
Illinois,Decatur,79,2,19,0,4,4,0,2,0,1,1,2,3,0,2,1,1,0,121,5862
North Carolina,Wilson,2,1,49,1,7,1,0,2,1,5,2,41,1,0,3,3,2,0,121,4630
Oklahoma,Muskogee,48,8,19,0,21,2,0,1,0,3,2,0,1,0,5,9,2,0,121,679
Florida,Sarasota,5,74,3,0,4,1,0,3,2,1,4,6,2,0,3,7,5,0,120,13492
Texas,Weslaco,5,20,87,0,1,5,0,0,0,1,0,0,1,0,0,0,0,0,120,23566
Connecticut,Milford,16,3,8,0,21,3,0,3,0,1,4,3,31,0,9,9,8,0,119,1003
Illinois,DeKalb,3,2,88,0,1,4,0,0,0,1,2,5,1,0,5,4,3,0,119,5741
California,Highland,10,2,2,0,4,0,0,31,0,1,10,19,27,0,8,1,3,0,118,29454
Florida,Doral,54,4,1,0,0,7,0,4,1,1,2,8,1,0,1,18,16,0,118,4242
Maryland,Hagerstown,11,3,3,0,38,2,0,1,1,1,5,26,1,0,7,13,6,0,118,3624
West Virginia,Charleston,7,35,57,0,4,1,0,0,0,0,0,0,9,0,0,1,4,0,118,118
Wisconsin,Eau Claire,1,38,62,0,2,0,0,0,0,6,0,0,2,0,0,2,5,0,118,529
California,Escondido,23,20,3,0,1,2,0,1,1,4,5,39,3,1,1,2,11,0,117,22555
California,Camarillo,17,4,1,1,8,1,0,1,3,3,1,5,49,0,9,6,7,0,116,8974
Pennsylvania,Harrisburg,31,3,3,0,23,3,0,5,0,4,5,5,1,0,16,0,17,0,116,277
Texas,San Angelo,84,0,24,0,0,0,0,0,0,3,0,0,3,0,1,0,1,0,116,20736
California,Stockton,1,1,68,0,1,2,0,7,0,3,5,1,6,0,10,1,9,0,115,73428
California,Santa Maria,5,52,38,0,2,0,0,0,0,0,0,5,1,0,1,4,7,0,115,70089
Missouri,O'Fallon,31,4,3,0,35,3,0,1,1,3,1,14,1,0,6,6,6,0,115,1578
California,Riverside,14,6,2,0,11,9,0,30,2,1,8,20,1,0,1,3,6,0,114,59755
Indiana,Terre Haute,83,9,12,0,1,0,0,0,0,2,0,0,1,0,3,0,3,0,114,3777
Washington,Pasco,1,55,47,0,0,1,0,0,2,2,0,0,1,0,3,0,2,0,114,6091
Washington,Richland,1,55,47,0,0,1,0,0,2,2,0,0,1,0,3,0,2,0,114,8065
Connecticut,New Haven,13,7,5,0,20,2,0,2,0,1,3,2,38,0,7,8,5,0,113,1258
Arizona,Marana,9,3,1,0,22,2,1,1,0,1,1,4,43,0,1,22,1,0,112,3013
Massachusetts,Barnstable Town,2,31,55,0,3,6,0,0,0,0,0,3,6,0,0,1,5,0,112,259
California,Ceres,1,33,53,0,1,2,0,0,0,3,0,3,3,0,10,1,1,0,111,10875
Florida,Deltona,29,4,1,0,0,7,0,1,0,15,1,2,30,0,7,6,8,0,111,4124
Ohio,Cuyahoga Falls,21,21,6,0,28,5,0,0,0,1,1,2,1,0,10,10,5,0,111,1405
California,Santa Barbara,3,3,69,0,6,4,0,1,0,1,1,5,8,0,4,3,2,0,110,68536
New Hampshire,Manchester,18,10,1,0,4,7,0,26,2,2,1,8,15,0,12,3,1,0,110,163
Texas,Temple,5,36,47,0,3,2,0,0,0,0,1,1,1,0,7,3,4,0,110,22436
Washington,Bellingham,5,31,63,0,2,0,0,0,0,0,0,0,3,0,1,1,4,0,110,1397
Alabama,Auburn,5,31,33,0,12,4,0,1,0,0,5,0,9,0,7,1,1,0,109,109
Rhode Island,Pawtucket,27,12,1,0,16,6,0,4,2,5,5,6,2,0,5,10,8,0,109,890
Virginia,Lynchburg,3,54,44,0,0,2,0,1,0,1,0,2,0,0,0,1,1,0,109,3474
Connecticut,West Haven,11,3,5,0,19,8,0,2,0,1,3,2,34,0,7,7,6,0,108,2264
Texas,El Paso,5,73,0,0,2,2,0,0,0,0,0,2,18,0,3,2,1,0,108,7122
Alabama,Tuscaloosa,1,32,32,0,11,0,0,0,0,1,1,1,3,0,10,1,14,0,107,1589
Florida,Port St. Lucie,1,39,40,0,1,1,0,2,0,1,0,1,2,0,2,3,14,0,107,13093
Iowa,Davenport,4,1,85,0,3,1,0,0,0,0,1,3,3,0,1,1,4,0,107,1601
Wisconsin,Janesville,1,3,68,0,16,1,0,1,0,1,2,1,1,0,5,5,2,0,107,1085
Arizona,Prescott,90,4,9,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,106,4590
California,Turlock,1,31,53,0,1,3,0,0,0,2,0,1,4,0,7,1,2,0,106,75808
Hawaii,Honolulu,12,1,1,0,30,2,0,7,0,5,1,1,4,0,1,28,13,0,106,106
Minnesota,Duluth,3,32,64,0,0,0,0,0,0,1,0,0,3,0,0,0,2,0,105,2526
Washington,Lakewood,18,4,1,0,16,17,0,2,2,2,1,1,2,0,16,13,10,0,105,5781
Tennessee,Clarksville,1,26,35,0,1,1,0,2,0,10,3,5,4,0,2,9,5,0,104,746
Wisconsin,Kenosha,29,7,4,0,11,3,0,4,0,2,1,12,16,0,6,1,8,0,104,1189
Missouri,Columbia,2,23,68,0,2,1,0,0,0,0,0,0,6,0,0,0,1,0,103,566
Nevada,Carson City,3,39,41,0,1,3,0,0,0,0,0,0,9,0,1,0,6,0,103,103
Illinois,Moline,4,1,84,0,3,0,0,0,0,0,0,3,3,0,0,0,4,0,102,10322
North Carolina,Rocky Mount,2,22,34,1,4,1,0,2,1,5,2,18,1,0,6,1,2,0,102,4442
South Carolina,Florence,2,27,18,0,1,1,0,0,0,0,0,0,1,0,34,6,12,0,102,530
Texas,Odessa,1,7,82,0,1,6,0,0,0,1,0,0,3,0,1,0,0,0,102,17092
Vermont,Burlington,3,1,74,0,1,2,0,0,0,1,0,1,15,0,1,1,2,0,102,102
Florida,Deerfield Beach,24,2,1,0,28,8,0,2,1,2,1,4,1,0,1,11,15,0,101,3586
Texas,Midland,1,7,81,0,1,6,0,0,0,1,0,0,3,0,1,0,0,0,101,15949
Texas,Texarkana,72,6,22,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,101,22537
